Date,Open,High,Low,Close,pair
2022-05-18,1.24913,1.25007,1.23301,1.23412,GBPUSD
2022-05-19,1.23417,1.25248,1.23388,1.24773,GBPUSD
2022-05-20,1.2477,1.24996,1.24395,1.24889,GBPUSD
2022-05-23,1.24885,1.26012,1.24843,1.25876,GBPUSD
2022-05-24,1.25878,1.25985,1.24719,1.2534,GBPUSD
2022-05-25,1.25339,1.25908,1.24814,1.25799,GBPUSD
2022-05-26,1.25807,1.26206,1.25523,1.26033,GBPUSD
2022-05-27,1.26033,1.26668,1.25872,1.26298,GBPUSD
2022-05-30,1.26269,1.26597,1.26165,1.26531,GBPUSD
2022-05-31,1.26536,1.26541,1.25607,1.26009,GBPUSD
2022-06-01,1.26003,1.26167,1.24591,1.24863,GBPUSD
2022-06-02,1.24863,1.25867,1.24698,1.25762,GBPUSD
2022-06-03,1.25761,1.25897,1.24921,1.24977,GBPUSD
2022-06-06,1.24916,1.25769,1.24775,1.25318,GBPUSD
2022-06-07,1.25318,1.25994,1.2433,1.25906,GBPUSD
2022-06-08,1.25904,1.25975,1.25136,1.25367,GBPUSD
2022-06-09,1.25369,1.25563,1.24874,1.24958,GBPUSD
2022-06-10,1.24976,1.25174,1.23013,1.23106,GBPUSD
2022-06-13,1.23168,1.23208,1.21079,1.21359,GBPUSD
2022-06-14,1.21354,1.22058,1.19353,1.19988,GBPUSD
2022-06-15,1.19992,1.2204,1.19896,1.21717,GBPUSD
2022-06-16,1.21706,1.24065,1.20413,1.23545,GBPUSD
2022-06-17,1.23545,1.23605,1.21733,1.22135,GBPUSD
2022-06-20,1.22259,1.22802,1.21995,1.22484,GBPUSD
2022-06-21,1.22489,1.23238,1.22426,1.22799,GBPUSD
2022-06-22,1.22801,1.23147,1.21635,1.2265,GBPUSD
2022-06-23,1.22657,1.2294,1.21708,1.22587,GBPUSD
2022-06-24,1.2259,1.232,1.22414,1.22869,GBPUSD
2022-06-27,1.22697,1.2332,1.22386,1.22678,GBPUSD
2022-06-28,1.22702,1.22914,1.21807,1.2186,GBPUSD
2022-06-29,1.21872,1.22121,1.21063,1.21216,GBPUSD
2022-06-30,1.21218,1.21882,1.20924,1.21753,GBPUSD
2022-07-01,1.21755,1.21768,1.19766,1.20977,GBPUSD
2022-07-04,1.20986,1.21651,1.20849,1.21029,GBPUSD
2022-07-05,1.2103,1.21248,1.1899,1.19555,GBPUSD
2022-07-06,1.19555,1.19878,1.18765,1.19165,GBPUSD
2022-07-07,1.19165,1.20298,1.19092,1.20229,GBPUSD
2022-07-08,1.20229,1.20552,1.19197,1.20316,GBPUSD
2022-07-11,1.20362,1.20374,1.18671,1.18926,GBPUSD
2022-07-12,1.18915,1.19156,1.18075,1.18868,GBPUSD
2022-07-13,1.18879,1.19667,1.18293,1.18928,GBPUSD
2022-07-14,1.18931,1.18937,1.1761,1.18263,GBPUSD
2022-07-15,1.18269,1.18742,1.18056,1.18674,GBPUSD
2022-07-18,1.18679,1.20326,1.18632,1.19528,GBPUSD
2022-07-19,1.19529,1.20447,1.19252,1.19998,GBPUSD
2022-07-20,1.20003,1.20376,1.19538,1.19793,GBPUSD
2022-07-21,1.19794,1.20069,1.18904,1.19961,GBPUSD
2022-07-22,1.19942,1.20627,1.1918,1.19975,GBPUSD
2022-07-25,1.20006,1.2086,1.19608,1.20462,GBPUSD
2022-07-26,1.20467,1.20901,1.19641,1.20313,GBPUSD
2022-07-27,1.2032,1.21862,1.20207,1.21583,GBPUSD
2022-07-28,1.21589,1.21907,1.21039,1.21755,GBPUSD
2022-07-29,1.21761,1.22443,1.20638,1.21779,GBPUSD
2022-08-01,1.21777,1.22921,1.21576,1.22536,GBPUSD
2022-08-02,1.22531,1.22787,1.21595,1.21636,GBPUSD
2022-08-03,1.21634,1.22076,1.21003,1.21452,GBPUSD
2022-08-04,1.21445,1.22075,1.2067,1.21582,GBPUSD
2022-08-05,1.21585,1.21687,1.2004,1.20706,GBPUSD
2022-08-08,1.20675,1.21369,1.20478,1.20797,GBPUSD
2022-08-09,1.20797,1.21302,1.20634,1.20756,GBPUSD
2022-08-10,1.20739,1.22758,1.20654,1.2216,GBPUSD
2022-08-11,1.22161,1.22493,1.21826,1.21991,GBPUSD
2022-08-12,1.21991,1.22166,1.21009,1.21371,GBPUSD
2022-08-15,1.21367,1.21475,1.20506,1.20583,GBPUSD
2022-08-16,1.20577,1.21178,1.20085,1.20932,GBPUSD
2022-08-17,1.20923,1.21413,1.20283,1.20511,GBPUSD
2022-08-18,1.205,1.2079,1.19231,1.19311,GBPUSD
2022-08-19,1.19308,1.19361,1.17924,1.18305,GBPUSD
2022-08-22,1.18277,1.18367,1.17423,1.1765,GBPUSD
2022-08-23,1.1766,1.18775,1.17176,1.1834,GBPUSD
2022-08-24,1.18337,1.18381,1.17561,1.17939,GBPUSD
2022-08-25,1.17937,1.18636,1.17846,1.18366,GBPUSD
2022-08-26,1.18374,1.19005,1.17338,1.17365,GBPUSD
2022-08-29,1.17302,1.17438,1.1649,1.1706,GBPUSD
2022-08-30,1.17046,1.17589,1.16225,1.16557,GBPUSD
2022-08-31,1.16555,1.16937,1.15997,1.16175,GBPUSD
2022-09-01,1.1619,1.16199,1.15001,1.15419,GBPUSD
2022-09-02,1.15415,1.15888,1.14963,1.15096,GBPUSD
2022-09-05,1.1487,1.15231,1.14438,1.15217,GBPUSD
2022-09-06,1.15218,1.16086,1.14949,1.15179,GBPUSD
2022-09-07,1.15174,1.15391,1.14062,1.15377,GBPUSD
2022-09-08,1.15374,1.15596,1.14622,1.15023,GBPUSD
2022-09-09,1.1503,1.16481,1.1502,1.15914,GBPUSD
2022-09-12,1.16318,1.17103,1.16009,1.16811,GBPUSD
2022-09-13,1.16809,1.17379,1.14921,1.14936,GBPUSD
2022-09-14,1.14942,1.15897,1.14803,1.15409,GBPUSD
2022-09-15,1.15425,1.15492,1.14617,1.14667,GBPUSD
2022-09-16,1.1467,1.14805,1.13511,1.14253,GBPUSD
2022-09-19,1.14211,1.14425,1.13557,1.14344,GBPUSD
2022-09-20,1.14346,1.14608,1.13575,1.13788,GBPUSD
2022-09-21,1.13787,1.1385,1.12387,1.12749,GBPUSD
2022-09-22,1.12765,1.13636,1.12128,1.12545,GBPUSD
2022-09-23,1.12544,1.12736,1.08401,1.08671,GBPUSD
2022-09-26,1.082,1.09304,1.03393,1.06788,GBPUSD
2022-09-27,1.06779,1.08383,1.06551,1.07318,GBPUSD
2022-09-28,1.07325,1.09147,1.05408,1.08853,GBPUSD
2022-09-29,1.08858,1.11279,1.07627,1.11228,GBPUSD
2022-09-30,1.11228,1.12342,1.10255,1.11666,GBPUSD
2022-10-03,1.11881,1.13343,1.10859,1.13187,GBPUSD
2022-10-04,1.13189,1.14889,1.1281,1.14723,GBPUSD
2022-10-05,1.14718,1.14951,1.12274,1.13221,GBPUSD
2022-10-06,1.13227,1.13832,1.11163,1.1168,GBPUSD
2022-10-07,1.11677,1.12252,1.10557,1.10801,GBPUSD
2022-10-10,1.10906,1.1111,1.10199,1.10579,GBPUSD
2022-10-11,1.106,1.11795,1.09533,1.0976,GBPUSD
2022-10-12,1.09759,1.11324,1.09245,1.1102,GBPUSD
2022-10-13,1.11022,1.13796,1.1058,1.13305,GBPUSD
2022-10-14,1.13315,1.13658,1.1153,1.11833,GBPUSD
2022-10-17,1.12238,1.14398,1.1216,1.13643,GBPUSD
2022-10-18,1.1365,1.14099,1.12561,1.13249,GBPUSD
2022-10-19,1.13246,1.13579,1.11856,1.12191,GBPUSD
2022-10-20,1.12187,1.13352,1.11716,1.12363,GBPUSD
2022-10-21,1.12366,1.13101,1.10616,1.1302,GBPUSD
2022-10-24,1.13928,1.14085,1.12584,1.128,GBPUSD
2022-10-25,1.12796,1.14994,1.12722,1.1472,GBPUSD
2022-10-26,1.14724,1.16384,1.14313,1.16239,GBPUSD
2022-10-27,1.16237,1.16451,1.15499,1.15672,GBPUSD
2022-10-28,1.15671,1.16234,1.15042,1.16172,GBPUSD
2022-10-31,1.16007,1.16132,1.14605,1.14699,GBPUSD
2022-11-01,1.14699,1.15656,1.14377,1.14805,GBPUSD
2022-11-02,1.14805,1.15635,1.13853,1.13876,GBPUSD
2022-11-03,1.13868,1.14219,1.115,1.11644,GBPUSD
2022-11-04,1.11656,1.13818,1.11515,1.13762,GBPUSD
2022-11-07,1.13202,1.15417,1.1291,1.15115,GBPUSD
2022-11-08,1.15116,1.15983,1.14306,1.15475,GBPUSD
2022-11-09,1.15465,1.15669,1.13341,1.13579,GBPUSD
2022-11-10,1.13581,1.17315,1.13541,1.17003,GBPUSD
2022-11-11,1.17004,1.18547,1.16478,1.18445,GBPUSD
2022-11-14,1.17803,1.18284,1.17112,1.17538,GBPUSD
2022-11-15,1.17539,1.20235,1.17413,1.18638,GBPUSD
2022-11-16,1.18641,1.19421,1.18318,1.19133,GBPUSD
2022-11-17,1.19131,1.19577,1.17642,1.18649,GBPUSD
2022-11-18,1.18641,1.19507,1.18584,1.18828,GBPUSD
2022-11-21,1.18895,1.18959,1.17789,1.18222,GBPUSD
2022-11-22,1.18204,1.19029,1.18192,1.18867,GBPUSD
2022-11-23,1.1887,1.20804,1.1873,1.20526,GBPUSD
2022-11-24,1.20532,1.21536,1.20532,1.21145,GBPUSD
2022-11-25,1.21141,1.21274,1.20587,1.2098,GBPUSD
2022-11-28,1.20682,1.21181,1.1941,1.19602,GBPUSD
2022-11-29,1.1961,1.20642,1.19455,1.19527,GBPUSD
2022-11-30,1.19527,1.20871,1.19009,1.206,GBPUSD
2022-12-01,1.206,1.23027,1.206,1.22579,GBPUSD
2022-12-02,1.22579,1.22999,1.2135,1.22816,GBPUSD
2022-12-05,1.22822,1.23446,1.21619,1.2194,GBPUSD
2022-12-06,1.21935,1.22672,1.21279,1.21316,GBPUSD
2022-12-07,1.2131,1.22344,1.21069,1.22087,GBPUSD
2022-12-08,1.22086,1.22473,1.21549,1.22329,GBPUSD
2022-12-09,1.22331,1.23226,1.22121,1.22578,GBPUSD
2022-12-12,1.22597,1.22989,1.22065,1.22648,GBPUSD
2022-12-13,1.22648,1.2444,1.22484,1.23675,GBPUSD
2022-12-14,1.23678,1.24457,1.23424,1.24281,GBPUSD
2022-12-15,1.24279,1.24289,1.2157,1.21869,GBPUSD
2022-12-16,1.21863,1.22232,1.21202,1.21611,GBPUSD
2022-12-19,1.21611,1.22414,1.2121,1.21469,GBPUSD
2022-12-20,1.21475,1.22233,1.2086,1.21842,GBPUSD
2022-12-21,1.21848,1.21923,1.20554,1.20828,GBPUSD
2022-12-22,1.20826,1.21462,1.19932,1.20383,GBPUSD
2022-12-23,1.20367,1.20902,1.20188,1.20474,GBPUSD
2022-12-27,1.20663,1.21121,1.20029,1.20294,GBPUSD
2022-12-28,1.20293,1.21256,1.20025,1.20182,GBPUSD
2022-12-29,1.20171,1.20785,1.20148,1.20552,GBPUSD
2022-12-30,1.20548,1.21069,1.20106,1.2089,GBPUSD
2023-01-02,1.20819,1.21032,1.20349,1.2049,GBPUSD
2023-01-03,1.20489,1.20846,1.19008,1.19693,GBPUSD
2023-01-04,1.19689,1.2087,1.19582,1.20604,GBPUSD
2023-01-05,1.20617,1.20776,1.18739,1.19121,GBPUSD
2023-01-06,1.19121,1.20995,1.18416,1.20954,GBPUSD
2023-01-09,1.20894,1.22102,1.20888,1.21827,GBPUSD
2023-01-10,1.21827,1.21976,1.21104,1.21483,GBPUSD
2023-01-11,1.21484,1.21783,1.21007,1.21465,GBPUSD
2023-01-12,1.21467,1.2247,1.20889,1.22154,GBPUSD
2023-01-13,1.22164,1.22479,1.21508,1.22344,GBPUSD
2023-01-16,1.22306,1.22891,1.21725,1.22002,GBPUSD
2023-01-17,1.22011,1.22988,1.21696,1.22854,GBPUSD
2023-01-18,1.22854,1.24358,1.22557,1.23469,GBPUSD
2023-01-19,1.23471,1.23975,1.23134,1.23885,GBPUSD
2023-01-20,1.23886,1.24044,1.23356,1.23944,GBPUSD
2023-01-23,1.24031,1.2448,1.23239,1.23793,GBPUSD
2023-01-24,1.23795,1.24137,1.22641,1.2334,GBPUSD
2023-01-25,1.23349,1.24059,1.22839,1.24004,GBPUSD
2023-01-26,1.24012,1.24304,1.23455,1.24079,GBPUSD
2023-01-27,1.24072,1.24189,1.23459,1.23907,GBPUSD
2023-01-30,1.23916,1.24172,1.23381,1.23543,GBPUSD
2023-01-31,1.2354,1.23708,1.22845,1.23172,GBPUSD
2023-02-01,1.23174,1.23922,1.22746,1.23751,GBPUSD
2023-02-02,1.23746,1.24006,1.22227,1.22271,GBPUSD
2023-02-03,1.22278,1.22654,1.20503,1.20505,GBPUSD
2023-02-06,1.20413,1.20773,1.20059,1.202,GBPUSD
2023-02-07,1.20192,1.20943,1.19615,1.20487,GBPUSD
2023-02-08,1.20506,1.21099,1.20387,1.20701,GBPUSD
2023-02-09,1.20701,1.2194,1.2057,1.21215,GBPUSD
2023-02-10,1.21215,1.2139,1.20476,1.2055,GBPUSD
2023-02-13,1.20551,1.21521,1.20318,1.21362,GBPUSD
2023-02-14,1.21365,1.2264,1.21191,1.21745,GBPUSD
2023-02-15,1.21742,1.21819,1.199,1.20294,GBPUSD
2023-02-16,1.20315,1.2074,1.19655,1.19861,GBPUSD
2023-02-17,1.1987,1.2049,1.19152,1.20443,GBPUSD
2023-02-20,1.2036,1.20565,1.20149,1.20401,GBPUSD
2023-02-21,1.20405,1.21471,1.19867,1.21091,GBPUSD
2023-02-22,1.21098,1.21356,1.20357,1.20449,GBPUSD
2023-02-23,1.20447,1.2075,1.19925,1.20194,GBPUSD
2023-02-24,1.2019,1.20419,1.19286,1.19431,GBPUSD
2023-02-27,1.19468,1.20661,1.19229,1.20585,GBPUSD
2023-02-28,1.20582,1.21426,1.20128,1.20353,GBPUSD
2023-03-01,1.20348,1.20889,1.19661,1.20261,GBPUSD
2023-03-02,1.20263,1.20365,1.19254,1.19518,GBPUSD
2023-03-03,1.19511,1.20489,1.19485,1.20447,GBPUSD
2023-03-06,1.20381,1.20487,1.19933,1.20261,GBPUSD
2023-03-07,1.20263,1.20652,1.18218,1.18329,GBPUSD
2023-03-08,1.18318,1.18586,1.18054,1.18419,GBPUSD
2023-03-09,1.18427,1.19382,1.18322,1.19228,GBPUSD
2023-03-10,1.19226,1.21128,1.19096,1.20255,GBPUSD
2023-03-13,1.20859,1.21995,1.20474,1.21793,GBPUSD
2023-03-14,1.21792,1.22028,1.21363,1.21557,GBPUSD
2023-03-15,1.21557,1.21819,1.20105,1.20562,GBPUSD
2023-03-16,1.20563,1.21279,1.20282,1.21068,GBPUSD
2023-03-17,1.21067,1.22006,1.2102,1.21801,GBPUSD
2023-03-20,1.2184,1.2285,1.21672,1.22778,GBPUSD
2023-03-21,1.22779,1.22824,1.21792,1.22236,GBPUSD
2023-03-22,1.22236,1.2334,1.22088,1.2266,GBPUSD
2023-03-23,1.22659,1.23435,1.2263,1.22816,GBPUSD
2023-03-24,1.22807,1.22886,1.21914,1.22331,GBPUSD
2023-03-27,1.22352,1.22928,1.22193,1.22855,GBPUSD
2023-03-28,1.22846,1.23491,1.22814,1.23376,GBPUSD
2023-03-29,1.23379,1.23614,1.23034,1.23159,GBPUSD
2023-03-30,1.23159,1.23931,1.22944,1.23887,GBPUSD
2023-03-31,1.23883,1.24225,1.23256,1.23372,GBPUSD
2023-04-03,1.23262,1.24237,1.22748,1.24174,GBPUSD
2023-04-04,1.24181,1.25254,1.23953,1.25017,GBPUSD
2023-04-05,1.25016,1.25142,1.24333,1.24617,GBPUSD
2023-04-06,1.24611,1.24868,1.24131,1.24412,GBPUSD
2023-04-10,1.2423,1.24428,1.23448,1.23831,GBPUSD
2023-04-11,1.2382,1.24563,1.23814,1.24272,GBPUSD
2023-04-12,1.24271,1.24951,1.23988,1.2483,GBPUSD
2023-04-13,1.24845,1.25374,1.2479,1.25262,GBPUSD
2023-04-14,1.25249,1.25466,1.23995,1.24165,GBPUSD
2023-04-17,1.24186,1.24383,1.23536,1.2379,GBPUSD
2023-04-18,1.23802,1.24496,1.23678,1.2426,GBPUSD
2023-04-19,1.24266,1.24742,1.2393,1.2437,GBPUSD
2023-04-20,1.24369,1.24677,1.24051,1.24415,GBPUSD
2023-04-21,1.2442,1.24464,1.23672,1.24442,GBPUSD
2023-04-24,1.24411,1.24864,1.2411,1.24848,GBPUSD
2023-04-25,1.24849,1.25073,1.2388,1.24109,GBPUSD
2023-04-26,1.2411,1.25139,1.2403,1.24682,GBPUSD
2023-04-27,1.24669,1.24997,1.24377,1.24947,GBPUSD
2023-04-28,1.24947,1.2584,1.2447,1.25678,GBPUSD
2023-05-01,1.25681,1.25708,1.24808,1.24946,GBPUSD
2023-05-02,1.24954,1.25117,1.24359,1.24705,GBPUSD
2023-05-03,1.24711,1.25902,1.24684,1.25669,GBPUSD
2023-05-04,1.25666,1.25986,1.25487,1.25733,GBPUSD
2023-05-05,1.25724,1.26524,1.25614,1.26351,GBPUSD
2023-05-08,1.26323,1.2669,1.26133,1.26194,GBPUSD
2023-05-09,1.26194,1.26399,1.25789,1.26223,GBPUSD
2023-05-10,1.2619,1.26798,1.26029,1.2624,GBPUSD
2023-05-11,1.26238,1.26408,1.24969,1.25117,GBPUSD
2023-05-12,1.25129,1.2541,1.24453,1.24509,GBPUSD
2023-05-15,1.24527,1.25346,1.24451,1.25281,GBPUSD
2023-05-16,1.25282,1.25466,1.24662,1.24831,GBPUSD
2023-05-17,1.24835,1.25102,1.24219,1.24896,GBPUSD
2023-05-18,1.24906,1.24928,1.23918,1.2406,GBPUSD
2023-05-19,1.24054,1.24837,1.23924,1.24498,GBPUSD
2023-05-22,1.24474,1.24725,1.2414,1.24361,GBPUSD
2023-05-23,1.24364,1.24465,1.23731,1.24162,GBPUSD
2023-05-24,1.24169,1.24691,1.23582,1.23669,GBPUSD
2023-05-25,1.23665,1.23868,1.23083,1.23229,GBPUSD
2023-05-26,1.23222,1.23953,1.23114,1.23519,GBPUSD
2023-05-29,1.23489,1.23721,1.23356,1.23584,GBPUSD
2023-05-30,1.2358,1.24457,1.23278,1.24138,GBPUSD
2023-05-31,1.24135,1.24441,1.23488,1.24392,GBPUSD
2023-06-01,1.24381,1.25391,1.24013,1.25259,GBPUSD
2023-06-02,1.25238,1.25447,1.24415,1.24501,GBPUSD
2023-06-05,1.24493,1.24512,1.23688,1.2434,GBPUSD
2023-06-06,1.2434,1.24588,1.2392,1.24211,GBPUSD
2023-06-07,1.2421,1.24999,1.2395,1.24394,GBPUSD
2023-06-08,1.24414,1.25612,1.24367,1.25584,GBPUSD
2023-06-09,1.2559,1.25902,1.25347,1.25771,GBPUSD
2023-06-12,1.25816,1.25991,1.24872,1.25145,GBPUSD
2023-06-13,1.25141,1.26247,1.25103,1.26123,GBPUSD
2023-06-14,1.26116,1.26991,1.26013,1.26631,GBPUSD
2023-06-15,1.26645,1.2787,1.26301,1.27821,GBPUSD
2023-06-16,1.27822,1.28483,1.27686,1.28204,GBPUSD
2023-06-19,1.28279,1.28373,1.27715,1.27982,GBPUSD
2023-06-20,1.27979,1.28067,1.27146,1.27648,GBPUSD
2023-06-21,1.27638,1.27996,1.26916,1.27687,GBPUSD
2023-06-22,1.27692,1.28341,1.2726,1.27434,GBPUSD
2023-06-23,1.27438,1.2749,1.26874,1.27185,GBPUSD
2023-06-26,1.2715,1.27485,1.26888,1.27117,GBPUSD
2023-06-27,1.27117,1.27589,1.2704,1.2749,GBPUSD
2023-06-28,1.27486,1.2752,1.26071,1.2638,GBPUSD
2023-06-29,1.26396,1.26661,1.25914,1.26106,GBPUSD
2023-06-30,1.26108,1.27271,1.25995,1.26997,GBPUSD
2023-07-03,1.26981,1.27232,1.26587,1.2691,GBPUSD
2023-07-04,1.2691,1.27388,1.26838,1.27122,GBPUSD
2023-07-05,1.27128,1.27344,1.26885,1.27038,GBPUSD
2023-07-06,1.27036,1.27804,1.26743,1.27399,GBPUSD
2023-07-07,1.27399,1.28495,1.27259,1.2831,GBPUSD
2023-07-10,1.28349,1.28683,1.27509,1.28595,GBPUSD
2023-07-11,1.2859,1.29348,1.28582,1.29311,GBPUSD
2023-07-12,1.29302,1.30005,1.29042,1.29889,GBPUSD
2023-07-13,1.29892,1.31407,1.29866,1.31325,GBPUSD
2023-07-14,1.31317,1.31423,1.30927,1.30935,GBPUSD
2023-07-17,1.30938,1.31082,1.30522,1.30744,GBPUSD
2023-07-18,1.30752,1.31254,1.30288,1.30384,GBPUSD
2023-07-19,1.30384,1.30417,1.28692,1.29381,GBPUSD
2023-07-20,1.29379,1.29646,1.28404,1.28693,GBPUSD
2023-07-21,1.28694,1.29039,1.28163,1.28559,GBPUSD
2023-07-24,1.28554,1.28839,1.2798,1.28229,GBPUSD
2023-07-25,1.28245,1.29047,1.28098,1.29016,GBPUSD
2023-07-26,1.29019,1.29604,1.28756,1.29457,GBPUSD
2023-07-27,1.29434,1.29959,1.27823,1.27975,GBPUSD
2023-07-28,1.27982,1.28856,1.27633,1.28576,GBPUSD
2023-07-31,1.28582,1.28727,1.28285,1.28385,GBPUSD
2023-08-01,1.28387,1.28415,1.27417,1.27912,GBPUSD
2023-08-02,1.27955,1.28056,1.26807,1.27131,GBPUSD
2023-08-03,1.2713,1.27282,1.26225,1.27118,GBPUSD
2023-08-04,1.27128,1.27923,1.26901,1.27424,GBPUSD
2023-08-07,1.27487,1.27891,1.27132,1.27816,GBPUSD
2023-08-08,1.27812,1.27855,1.26846,1.2746,GBPUSD
2023-08-09,1.27449,1.27813,1.27122,1.27185,GBPUSD
2023-08-10,1.27179,1.28164,1.26702,1.26798,GBPUSD
2023-08-11,1.26792,1.27387,1.26662,1.26992,GBPUSD
2023-08-14,1.26973,1.27146,1.26167,1.26852,GBPUSD
2023-08-15,1.26873,1.27523,1.26752,1.27034,GBPUSD
2023-08-16,1.27032,1.27663,1.26876,1.27316,GBPUSD
2023-08-17,1.27322,1.27874,1.27029,1.27474,GBPUSD
2023-08-18,1.27466,1.27659,1.26894,1.27371,GBPUSD
2023-08-21,1.27315,1.27667,1.27107,1.27566,GBPUSD
2023-08-22,1.27565,1.28003,1.2719,1.27319,GBPUSD
2023-08-23,1.27315,1.27643,1.2615,1.27199,GBPUSD
2023-08-24,1.27186,1.27287,1.25915,1.26052,GBPUSD
2023-08-25,1.26052,1.26541,1.25481,1.25884,GBPUSD
2023-08-28,1.25831,1.26107,1.25656,1.26011,GBPUSD
2023-08-29,1.26027,1.26549,1.25629,1.26457,GBPUSD
2023-08-30,1.26461,1.27458,1.26189,1.27204,GBPUSD
2023-08-31,1.27222,1.27346,1.26528,1.26726,GBPUSD
2023-09-01,1.26723,1.27126,1.25777,1.25861,GBPUSD
2023-09-04,1.25912,1.26426,1.25868,1.26303,GBPUSD
2023-09-05,1.2629,1.26316,1.25286,1.2569,GBPUSD
2023-09-06,1.25687,1.2588,1.24829,1.25043,GBPUSD
2023-09-07,1.25036,1.25083,1.24461,1.24714,GBPUSD
2023-09-08,1.24719,1.2514,1.24514,1.24558,GBPUSD
2023-09-11,1.24758,1.25477,1.24729,1.25118,GBPUSD
2023-09-12,1.25118,1.25295,1.24596,1.24921,GBPUSD
2023-09-13,1.24921,1.25117,1.24394,1.24903,GBPUSD
2023-09-14,1.24903,1.25061,1.23967,1.24104,GBPUSD
2023-09-15,1.24099,1.24458,1.23793,1.23843,GBPUSD
2023-09-18,1.23869,1.24104,1.23706,1.23885,GBPUSD
2023-09-19,1.23865,1.24245,1.23702,1.23927,GBPUSD
2023-09-20,1.23917,1.24214,1.23321,1.23455,GBPUSD
2023-09-21,1.23452,1.23456,1.22444,1.22945,GBPUSD
2023-09-22,1.22945,1.22946,1.22308,1.2239,GBPUSD
2023-09-25,1.22411,1.22498,1.21941,1.22111,GBPUSD
2023-09-26,1.22116,1.22154,1.2153,1.21569,GBPUSD
2023-09-27,1.21566,1.21643,1.2111,1.21377,GBPUSD
2023-09-28,1.21377,1.22246,1.21204,1.2204,GBPUSD
2023-09-29,1.22043,1.22718,1.21808,1.21998,GBPUSD
2023-10-02,1.21954,1.22201,1.20849,1.20886,GBPUSD
2023-10-03,1.20896,1.21012,1.20526,1.20768,GBPUSD
2023-10-04,1.20763,1.21768,1.20376,1.21378,GBPUSD
2023-10-05,1.21378,1.2196,1.21079,1.21921,GBPUSD
2023-10-06,1.21925,1.22608,1.21072,1.22421,GBPUSD
2023-10-09,1.22036,1.22442,1.21632,1.22387,GBPUSD
2023-10-10,1.22393,1.22914,1.2212,1.22847,GBPUSD
2023-10-11,1.22851,1.23372,1.22699,1.23112,GBPUSD
2023-10-12,1.23116,1.23314,1.21721,1.21793,GBPUSD
2023-10-13,1.21801,1.22251,1.21228,1.21401,GBPUSD
2023-10-16,1.21467,1.22194,1.21431,1.22149,GBPUSD
2023-10-17,1.2214,1.22166,1.21336,1.21845,GBPUSD
2023-10-18,1.21836,1.22112,1.21372,1.21412,GBPUSD
2023-10-19,1.2142,1.21909,1.20901,1.21435,GBPUSD
2023-10-20,1.21425,1.21703,1.20938,1.2161,GBPUSD
2023-10-23,1.21623,1.22584,1.21436,1.22465,GBPUSD
2023-10-24,1.22455,1.22888,1.21535,1.21617,GBPUSD
2023-10-25,1.21618,1.21761,1.21072,1.21105,GBPUSD
2023-10-26,1.21107,1.21397,1.20698,1.2129,GBPUSD
2023-10-27,1.2129,1.21623,1.21057,1.21204,GBPUSD
2023-10-30,1.21173,1.21746,1.20903,1.21651,GBPUSD
2023-10-31,1.21651,1.22005,1.21199,1.2151,GBPUSD
2023-11-01,1.21511,1.21696,1.2096,1.21666,GBPUSD
2023-11-02,1.21666,1.2225,1.21557,1.21971,GBPUSD
2023-11-03,1.21971,1.23894,1.21847,1.23791,GBPUSD
2023-11-06,1.23705,1.24285,1.23384,1.23473,GBPUSD
2023-11-07,1.23474,1.23474,1.22627,1.23012,GBPUSD
2023-11-08,1.2302,1.2302,1.2242,1.22851,GBPUSD
2023-11-09,1.22839,1.23086,1.2213,1.22236,GBPUSD
2023-11-10,1.2224,1.22378,1.21873,1.22263,GBPUSD
2023-11-13,1.22289,1.22804,1.22234,1.22764,GBPUSD
2023-11-14,1.22758,1.25061,1.22657,1.24921,GBPUSD
2023-11-15,1.24939,1.24999,1.24042,1.24193,GBPUSD
2023-11-16,1.24172,1.24556,1.23771,1.24167,GBPUSD
2023-11-17,1.24153,1.24612,1.23743,1.24605,GBPUSD
2023-11-20,1.24594,1.25176,1.24464,1.25048,GBPUSD
2023-11-21,1.25045,1.25593,1.25042,1.25339,GBPUSD
2023-11-22,1.25364,1.25496,1.24493,1.24953,GBPUSD
2023-11-23,1.24945,1.25629,1.24891,1.25331,GBPUSD
2023-11-24,1.25358,1.26152,1.25247,1.26102,GBPUSD
2023-11-27,1.26053,1.26445,1.25913,1.2628,GBPUSD
2023-11-28,1.26304,1.27149,1.26076,1.26975,GBPUSD
2023-11-29,1.26977,1.27328,1.26652,1.26942,GBPUSD
2023-11-30,1.26926,1.27103,1.26036,1.26277,GBPUSD
2023-12-01,1.26273,1.27161,1.2614,1.27092,GBPUSD
2023-12-04,1.27099,1.27247,1.26045,1.26328,GBPUSD
2023-12-05,1.2631,1.26513,1.25776,1.25932,GBPUSD
2023-12-06,1.2593,1.26138,1.2552,1.25604,GBPUSD
2023-12-07,1.25601,1.26114,1.25448,1.25916,GBPUSD
2023-12-08,1.25945,1.26012,1.25029,1.25479,GBPUSD
2023-12-11,1.25456,1.25903,1.25352,1.25567,GBPUSD
2023-12-12,1.25556,1.26144,1.25146,1.25666,GBPUSD
2023-12-13,1.25661,1.26347,1.25006,1.26244,GBPUSD
2023-12-14,1.26243,1.27941,1.26124,1.2763,GBPUSD
2023-12-15,1.27644,1.27903,1.26686,1.26744,GBPUSD
